NAME,AUTHOR,NARRATOR,RELEASEDATE,LANGUAGE,PRICE,DURATION_MINUTES,RATING_PERCENT
Archaeology in Fiction,Dr.Scott C.Viguié,Austin Downey,14-08-15,English,585.0,265,0
Fallen Angel,D.K.Hood,Patricia Rodriguez,23-11-21,English,668.0,559,0
Dein Tod ist nah,"Sandra Brown,Christoph Göhler-Übersetzer",Martina Treger,22-11-21,german,468.0,467,0
Die Gejagten,"Lee Child,Wulf Bergner-Übersetzer",Michael Schwarzmaier,22-11-21,german,871.0,798,0
Death on a Winter's Day,Verity Bright,Karen Cass,24-11-21,English,668.0,530,0
Великие тайны археологии,АлександрВолков,АлександрКотов,29-01-21,russian,166.0,540,0
A Virgem e o Lutador [The Virgin and the Fighter],Mari Sales,"Bianca Lua,Mila Tiso,Nando Moretzsohn",16-11-21,portuguese,501.0,196,0
The Cold Killer,Ross Greenwood,David Thorpe,25-11-21,English,645.0,643,0
Hell's Half Acre,Jackie Elliott,Emily Sutton-Smith,28-12-21,English,1172.0,517,0
Manuale dell'uomo sociale,Beppe Severgnini,Beppe Severgnini,23-12-20,italian,190.0,329,0
Voyagers,Nicholas Thomas,Mark Robertson,07-01-21,English,645.0,231,0
Man trifft sich stets zweimal 1,"Mila Roth,Saskia Kästner",Saskia Kästner,27-01-22,german,166.0,241,0
Holy Disunity,Layton E.Williams,Kate Mulligan,08-10-19,English,773.0,570,0
The Well-Dressed Ape,Hannah Holmes,Joyce Bean,06-01-09,English,1005.0,858,0
The Enigma,Jodi Ellen Malpas,"Emma Wilder,John Hartley",06-01-22,English,836.0,1053,0
Mafia Queen,CDReiss,"Emma Wilder,Antonio Amato",12-10-21,English,668.0,533,0
The Mirror Man,Lars Kepler,Saul Reichlin,06-01-22,English,1405.0,943,0
Rage of Angels,Sidney Sheldon,Lorelei King,03-01-22,English,585.0,822,0
Darwin's Ghosts,Rebecca Stott,Lisa Renee Pitts,04-03-13,English,836.0,846,0
Eiszeit für Beck,Tom Voss,Wolfgang Wagner,15-12-21,german,602.0,445,0
The Man in the Dog Park,"Cathy A.Small,Jason Kordosky-contributor,Ross Moore-contributor",Karen White,15-04-20,English,702.0,376,0
Divided in Death,J.D.Robb,Susan Ericksen,20-05-08,English,1005.0,764,0
Trust,David Johnston,David Johnston,09-10-18,English,1153.0,335,0
Built on Bones,Brenna Hassett,Laurence Bouvard,23-02-17,English,721.0,718,0
Indebted,Caitlin Zaloom,Kate Harper,03-09-19,English,702.0,477,0
Hooked,Emily Mc Intire,"Felicity Munroe,Rupert Hawthorne",25-01-22,English,866.0,540,0
The Curfew,T.M.Logan,Richard Armitage,17-03-22,English,1405.0,735,0
American Poison,Eduardo Porter,"Anthony Rey Perez,Eduardo Porter",17-03-20,English,879.0,434,0
Tightrope,"Nicholas D.Kristof,Sheryl Wu Dunn","Jennifer Garner,Nicholas D.Kristof,Sheryl Wu Dunn",14-01-20,English,1005.0,583,0
Down in New Orleans,Billy Sothern,David Henry,04-03-10,English,668.0,457,0
The Hidden Life of Life,Elizabeth Marshall Thomas,Elizabeth Marshall Thomas,26-06-20,English,445.0,439,0
America 51,Corey Taylor,Corey Taylor,08-08-17,English,500.0,471,0
Rescuing Annie,Susan Stoker,Emma Wilder,25-01-22,English,668.0,436,0
From Ugg to Anneka Rice,"Mr Russell Webster,Mr Brett Lancaster Bsc HONS",Mr Russell Webster,10-08-13,English,152.0,76,0
The Daughter Detox Question & Answer Book,Peg Streep,Callie Beaulieu,30-09-19,English,586.0,580,0
El arte del asesino,Mari Jungstedt,Miguel Coll,19-11-21,spanish,691.0,542,0
Be Still My Heart,"Emily Mc Intire,Sav R.Miller","Liam Di Cosimo,Lilly Drake",01-04-22,English,1101.0,739,0
Billy Summers (German version),Stephen King,David Nathan,09-08-21,german,904.0,1172,0
Murder at the Wedding,Helena Dixon,Polly Edsell,06-10-21,English,668.0,439,0
Hunter Hunted,Jack Gatland,Robin Laing,09-12-21,English,645.0,565,0
Mine to Keep,Wendy Hudson,Ruth Urquhart,28-12-21,English,586.0,456,0
If Only They Didn't Speak English,Jon Sopel,Jon Sopel,07-09-17,English,683.0,592,0
Crystal,Heather Burnside,Georgia Lock,25-11-21,English,645.0,409,0
The Girl in the Mist,Kristen Ashley,Hillary Huber,04-01-22,English,836.0,742,0
Sweet Depravity,Zoe Blake,"Tor Thom,Lauren Sweet",14-12-21,English,1005.0,406,0
Double Deal,John M.Green,Felicity Jurd,17-11-21,English,645.0,526,0
Project - AK (Tamil Edition),Kava Kamz,Sri Srinivasa,20-12-21,tamil,90.0,284,0
Broken Bride,Stella Gray,"Erin Mallon,Teddy Hamilton",30-08-21,English,668.0,371,0
Finding the Other Woman,Cole Baxter,Jennifer Jill Araya,05-04-22,English,1407.0,493,0
The Creative Spark,Agustín Fuentes,Agustín Fuentes,21-03-17,English,1005.0,627,0
Killer Cuts,Elaine Viets,Sarah Pesek,01-02-22,English,516.0,511,0
Bloodless,"Douglas Preston,Lincoln Child",William De Meritt,02-11-21,English,721.0,655,0
The Hidden Girl,Roger Stelljes,Kate Handford,07-10-21,English,836.0,716,0
The Anomaly,Hervéle Tellier,"Adriana Hunter,Dominic Hoffman",20-01-22,English,888.0,636,0
Trusted,Kerry Barnes,Annie Aldington,09-12-21,English,835.0,593,0
Recursión,Blake Crouch,Ignacio Casas,19-10-21,spanish,984.0,722,0
Kein letzter Blick,Marcus Hünnebeck,Tetje Mierendorf,03-01-22,german,535.0,331,0
Pimeän avain,Eija Piekkari,Elina Ylisuvanto,27-01-22,finnish,233.0,587,0
Ruthless Saint: An Arranged Marriage Romance,S.Massery,"Stephanie Rose,Jacob Morgan",03-05-21,English,668.0,547,0
Head Case,Michael Wiley,Paul Woodson,08-02-22,English,586.0,552,0
The Touch of a Villain,Holly Renee,"Michael Gallagher,Jillian Macie",07-12-21,English,1172.0,491,0
Bruno's Challenge & Other Dordogne Tales,Martin Walker,Peter Noble,25-11-21,English,759.0,507,0
Cursed Fates,"Caroline Peckham,Susanne Valenti","Bridget Bordeaux,Jake Bordeaux",21-12-21,English,1003.0,1577,0
Alt-America,David Neiwert,Matthew Josdal,31-10-17,English,1055.0,885,0
Never Tell a Lie,Gail Schimmel,Ingeborg Riedmaier,30-11-21,English,1008.0,604,0
Dohany Street,Adam Le Bor,Malk Williams,25-11-21,English,835.0,716,0
The Holy Land,Ithamar Handelman-Smith,Philip Bird,19-10-17,English,417.0,297,0
Un paesino tranquillo,Letizia Tomasino,Raffaella Lattanzi,15-04-21,italian,267.0,156,0
The Silent Girls,Dylan Young,Tamsin Kennard,19-01-18,English,668.0,541,0
Gone Forever,Scott Blade,Alan Phillip Ormond,23-09-20,English,668.0,576,0
A Study in Scarlet,Arthur Conan Doyle,"Laurie Anne Walden,Robert Dixon",10-12-21,English,334.0,250,0
50 Great Myths of Human Evolution,John H.Relethford,Steven Menasche,02-10-17,English,820.0,851,0
Cross My Heart,D.K.Hood,Patricia Rodriguez,07-07-21,English,668.0,556,0
Gratis frokost,Susanne Staun,Susanne Stage,25-11-21,danish,267.0,455,0
Das Loft,Linus Geschke,"Anne Düe,Nils Nelleßen,Nina West,",24-02-22,german,703.0,577,0
Shadow Princess,"Caroline Peckham,Susanne Valenti","Bridget Bordeaux,Jake Bordeaux",26-10-21,English,1003.0,1278,0
The Angel Creek Girls,Leslie Wolfe,Gwendolyn Druyor,19-08-21,English,836.0,783,0
Lost Angels,Stacy Green,Kate Handford,27-08-21,English,668.0,553,0
The Streets,Jacqui Rose,Annie Aldington,30-12-21,English,323.0,569,0
Fall,West Camel,Seán Barrett,01-12-21,English,785.0,610,0
Ostfriesensturm,Klaus-Peter Wolf,Klaus-Peter Wolf,09-02-22,german,367.0,1004,0
Feeling Jewish (A Book for Just About Anyone),Devorah Baum,Jane Jacobs,11-09-17,English,836.0,604,0
Little Bones,Patricia Gibney,Michele Moran,22-09-21,English,836.0,809,0
The Killing Hills,Chris Offutt,George Newbern,08-12-21,English,1172.0,281,0
Condemned to Love,Siobhan Davis,"Gideon Frost,Veronica Fox",30-07-21,English,836.0,898,0
Earning the Rockies,Robert D.Kaplan,William Dufris,24-01-17,English,668.0,321,0
Jotka varjoissa kulkevat,Tuula Ranta,Marjo Wilska,27-01-22,finnish,233.0,649,0
Der Kryptologe,Elias Haller,Josef Vossenkuhl,25-11-21,german,602.0,581,0
Savage Hearts,J.T.Geissinger,"Troy Duran,Brooke Daniels,Michelle Sparks",20-01-22,English,836.0,633,0
Remember My Name,Sam Blake,Aoife Mc Mahon,06-01-22,English,1063.0,599,0
L'evoluzione umana,Giorgio Manzi,Lorenzo Loreti,13-02-19,italian,267.0,274,0
Good Gone Bad,Giana Darling,"Lucy Rivers,Troy Duran",29-09-21,English,836.0,688,0
Auf der Suche nach dem verlorenen Glück,Jean Liedloff,Katja Körber,27-03-20,English,468.0,469,0
The Pupil,Ros Carne,"Gabrielle Glaister,Sofia Zervudachi",22-03-22,English,636.0,802,0
Mord på begäran,"Inger Gammelgaard Madsen,Elin Pirttimaa Rosén-translator",Magnus Roosmann,12-01-22,swedish,233.0,803,0
Der Witwer,Georges Simenon,Hanns Zischler,17-11-21,german,468.0,252,0
At Least You Have Your Health,Madi Sinha,Sooneela Nankani,05-04-22,English,1131.0,739,0
Quicksand of Memory,Michael J.Malone,David Monteath,01-04-22,English,733.0,559,0
Stars & Stripes,"Sean Grigsby,Stewart Hotson",Machteldvander Gaag,05-04-22,English,820.0,574,0
De wet van de macht,"Scott Turow,Paul Hekman-translator",Machteldvander Gaag,11-02-22,dutch,267.0,1681,0
Never Forget,Martin Michaud,Jamie Renell,15-11-21,English,657.0,917,0
Fondamentaux de la vie sociale,Maurice Godelier,Maurice Godelier,18-12-19,french,452.0,137,0
Ревность и другие истории,ЮНесбё,ВладимирГолицын,16-11-21,russian,166.0,430,0
Bloodless - Grab des Verderbens,"Douglas Preston,Lincoln Child",Detlef Bierstedt,01-12-21,german,535.0,649,0
The Plateau,Maggie Paxson,Maggie Paxson,13-08-19,English,1131.0,860,0
Die falsche Zeugin,Karin Slaughter,Nina Petri,23-11-21,german,468.0,1184,0
Bloodless - Grab des Verderbens,"Douglas Preston,Lincoln Child",Detlef Bierstedt,01-12-21,german,703.0,824,0
The Monster (German edition),"L.J.Shen,Anne Morgenrau-Übersetzer","Joana Silva,Martin Bross",25-02-22,german,1005.0,839,0
"Demon Seed with Short Story, ""Friend of Man and Woman""",Dean Koontz,Christopher Lane,05-04-22,English,844.0,380,0
Dem Tod verpflichtet,Mark Franley,Peter Weiß,18-11-21,german,602.0,739,0
Viaggio di un naturalista intorno al mondo,Charles Darwin,Gigi Scribani,31-05-19,italian,382.0,1419,0
Misreading Scripture with Western Eyes,"Brandon J.O'Brien,E.Randolph Richards",Allan Robertson,14-10-14,English,668.0,523,0
Homo dieteticus,Marino Niola,Stefano De Bernardin,04-06-20,italian,190.0,232,0
Hating Whitey and Other Progressive Causes,David Horowitz,Jeff Riggenbach,01-05-09,English,655.0,562,0
Affluenza,"Johnde Graaf,David Wann,Thomas H.Naylor",Joe Barrett,11-11-14,English,668.0,545,0
So tief der Schmerz,Marcus Hünnebeck,Tetje Mierendorf,03-01-22,german,535.0,343,0
Heresix,Nicolas Feuz,Rémy Wibaut,25-11-21,french,793.0,280,0
Der Herzgräber,"Jen Williams,Irene Eisenhut-Übersetzer",Heike Warmuth,01-12-21,german,703.0,607,0
The Man from Sanctum,Lexi Blake,Ryan West,08-03-22,English,820.0,771,0
Il mondo sottosopra,Massimo Polidoro,Massimo Polidoro,25-09-20,italian,382.0,877,0
Jeg gik mig over ø og vand,Karl Johannes Eskelund,Søren Elung Jensen,25-09-19,danish,233.0,252,0
Truth or Dead,T.J.Brearton,Joe Hempel,14-12-21,English,469.0,552,0
Den glemte dal - Nepal,Karl Johannes Eskelund,Søren Elung Jensen,25-09-19,danish,300.0,344,0
Gilded Cage,Nicole Fox,"Alan Carlson,Allyson Voller",01-10-21,English,836.0,949,0
Die anderen und wir,Thilo Koch,Thilo Koch,24-09-19,german,99.0,58,0
Noch wußte es niemand,Josef Pieper,Josef Pieper,21-11-18,german,267.0,96,0
The Girl Who Got Away,"Jack Mc Sporran,J.A.Leake",Anna Williford,14-12-21,English,445.0,416,0
Dead Gone,T.J.Brearton,Joe Hempel,14-12-21,English,469.0,547,0
Neoitaliani,Beppe Severgnini,Beppe Severgnini,25-09-20,italian,305.0,337,0
Dead or Alive,T.J.Brearton,Joe Hempel,14-12-21,English,469.0,432,0
Por el amor de dios,Andreu Martín,Nacho Béjar,10-01-22,spanish,307.0,481,0
The Best Laid Plans,Sidney Sheldon,John Rubinstein,23-03-22,English,468.0,205,0
Law or Justice,Michael Anderle,Chloe Cannon,28-12-21,English,586.0,475,0
Nothing Lasts Forever,Sidney Sheldon,Candy Clark,23-03-22,English,468.0,372,0
M-ryhmä - Ojasta allikkoon,Christina Larsson,Karoliina Kudjoi,18-11-21,finnish,200.0,312,0
En fuga,Harlan Coben,Dani García,19-11-21,spanish,767.0,706,0
Kokon,Noah Fitz,Josef Vossenkuhl,17-11-21,german,334.0,440,0
Freiheit in Gefahr,Hans-Jürgen Papier,Michael J.Diekmann,25-10-21,german,468.0,560,0
Dömda - om rättssäkerheten i Sverige,Thérèse Juel,Cecilia Ström,21-10-21,swedish,233.0,632,0
Die Lady im See,"Raymond Chandler,Robin Detje-Übersetzer",Thomas Sarbacher,08-12-21,german,434.0,479,0
#5MinutenJura - Recht einfach erklärt,Herr Anwalt,Tim Hendrik Walter,19-10-21,german,267.0,234,0
Where the Rubber Meets the Road,"Gail Landtbom Lisoni,Joseph Louis Lisoni",Kaleo Griffith,11-10-21,English,588.0,389,0
Gefrorenes Herz,"Line Holm,Stine Bolther,Franziska Hüther-Übersetzer,",Britta Steffenhagen,24-12-21,german,334.0,777,0
"Hornblower and the ""Atropos""",C.S.Forester,Nicolas Coster,15-12-21,English,585.0,689,0
E-Death (German edition),C.A.Raabe,"Max Hoffmann,Kevin Kasper",17-12-21,german,502.0,526,0
The Box with the Broken Seals,E.Phillips Oppenheim,Richard Kilmer,08-12-21,English,434.0,521,0
"Hello, Goodbye (Italian edition)",Claudio Grattacaso,Francesco De Marco,24-12-21,italian,267.0,277,0
黒手組,江戸川乱歩,"西村健志,でじじ",22-12-21,japanese,279.0,72,0
On Property,Rinaldo Walcott,David Andrew Reid,15-10-21,English,633.0,231,0
Stumt vidne,"Agatha Christie,Poul Ib Liebe",Søren Elung Jensen,17-12-21,danish,300.0,507,0
Pensando como um negro [Thinking as a Black Person],Adilson JoséMoreira,Marcus Vinnicius Morenno,11-10-21,portuguese,668.0,570,0
Crise democrática e direito constitucional global [Democratic Crisis and Global Constitutional Law],"Chris Thornhill,Diógenes Moura-tradução,Glenda Vicenzi-tradução",César Freitas,13-10-21,portuguese,836.0,734,0
Punishment Without Trial,Carissa Byrne Hessick,Christina Delaine,12-10-21,English,586.0,591,0
Command and Persuade,Peter Baldwin,Tom Perkins,05-10-21,English,703.0,826,0
Desaparecida,Harlan Coben,Jordi Brau,15-12-21,spanish,575.0,529,0
Principles Matter,Carlos A.Ball,Patrick Lawlor,28-09-21,English,703.0,799,0
"The ""Mr. Big"" Sting",Mark Stobbe,David Marantz,28-09-21,English,586.0,577,0
知らぬは恥だが役に立つ法律知識,萩谷麻衣子,井上侑子,18-10-21,japanese,837.0,353,0
Lawfare [Portuguese Edition],"Cristiano Zanin Martins,Valeska Teixeira Zanin Martins,Rafael Valim",Luciano Gatti,30-08-21,portuguese,501.0,257,0
Estado de Exceção [Exception State],Rafael Valim,César Freitas,30-08-21,portuguese,233.0,53,0
Dichiarazione dei Diritti dell'Uomo e del Fanciullo,Organizzazionedelle Nazioni Unite,Valentina Veratrini,09-11-21,italian,75.0,18,0
Intellectual Property and Competition Law,International Management School,Adam Walker,25-05-20,English,689.0,348,0
Il racconto della legge,Vincenzo Roppo,Mario Cei,18-01-22,italian,843.0,877,0
Malasanità: risarcimento facile,Cristian Baldassarre,Cristian Baldassarre,11-11-21,italian,497.0,171,0
Todland,"Kim Faber,Janni Pedersen,Franziska Hüther-Übersetzer",Stefan Kaminski,24-12-21,german,334.0,673,0
The Authority of the Court and the Peril of Politics,Stephen Breyer,Jim Seybert,14-09-21,English,1172.0,112,0
Arsenio Lupin y el secreto de Sarek,Maurice Leblanc,Jorge González,15-12-21,spanish,345.0,574,0
The Law in 60 Seconds,Christian Weaver,Christian Weaver,23-09-21,English,569.0,379,0
Fake Law,The Secret Barrister,Jack Hawkins,03-09-20,English,323.0,676,0
"Утро, день, ночь",СидниШелдон,ИгорьКнязев,24-12-21,russian,166.0,533,0
Whisper for the Reaper,Jack Gatland,Robin Laing,23-12-21,English,645.0,589,0
Refugiados climáticos,Miguel Pajares,Enric Puig,11-01-22,spanish,1535.0,687,0
So eiskalt der Tod,"Robert Bryndza,Michael Krug-Übersetzer",Chris Nonnast,03-12-21,german,568.0,594,0
Urla nel silenzio,Angela Marsons,Sonia Mazza,26-12-21,italian,766.0,710,0
Pigen i labyrinten,"Guillaume Musso,Anders Juel Michelsen","Jesper Bøllehuus,Iben Haaest",09-12-21,danish,568.0,379,0
Copyright Protection,David K.Ewen M.Ed.,David K.Ewen M.Ed.,03-01-22,English,116.0,22,0
Новые приключения Шерлока Холмса и доктора Ватсона в России. Дело «Медного всадника»,Коллективавторов,ВладимирОвуор,24-12-21,russian,200.0,848,0
Очи наяды,НатальяАлександрова,ОксанаШокина,23-12-21,russian,166.0,428,0
Syv Dage,"Deon Meyer,Svend Ranild",Jesper Bøllehuus,09-12-21,danish,300.0,791,0
Tratado de direito antidiscriminatório [Anti-Discrimination Law Treaty],Adilson JoséMoreira,Alexandre Varella,15-12-21,portuguese,1338.0,1814,0
The Collapse of Constitutional Remedies,Aziz Z.Huq,Pete Bradbury,01-12-21,English,703.0,334,0
The Sherlock Effect,Thomas W.Young,Thomas W.Young,23-11-21,English,586.0,760,0
Democracia em crise no Brasil [Democracy in Crisis in Brazil],Cláudio Pereirade Souza Neto,Antonio Gonzalez,16-11-21,portuguese,836.0,709,0
Het betoverde kasteel 11 - Het Zeemeerminnen Lied,"Peter Gotthardt,Tomasz Frajndt",Chava Voorin't Holt,10-12-21,dutch,99.0,37,0
Il mistero del cadavere nella valigia,Alessandra Carnevali,Daniele Barcaroli,03-01-22,italian,305.0,377,0
"Mother’s Day, Muffins, and Murder",Sara Rosett,Gail Shalan,08-02-22,English,586.0,441,0
Becoming Abolitionists,Derecka Purnell,Karen Chilton,05-10-21,English,1054.0,863,0
The Case Against the New Censorship,Alan M.Dershowitz,Jim Seybert,24-08-21,English,586.0,268,0
You Can Run,Karen Cleveland,Regina Reagan,01-01-22,English,733.0,459,0
Operazione Portofino,Roberto Centazzo,Roberto Accornero,01-02-22,italian,267.0,311,0
La contessa di Cagliostro,Maurice Le Blanc,Librinpillole,09-02-22,italian,459.0,490,0
The Tutor,Daniel Hurst,"Gareth Bennett-Ryan,Deirdra Whelan",06-01-22,English,569.0,315,0
Die Hafenärztin. Ein Leben für die Freiheit der Frauen,Henrike Engel,Verena Wolfien,03-01-22,german,837.0,822,0
Playing with Fire,Kiki Swinson,Staci Mitchell,08-12-21,English,703.0,429,0
"Bunburry - Ein Idyll zum Sterben, Sammelband 3","Helena Marchmont,Sabine Schilasky-Übersetzer",Uve Teschner,11-02-22,german,267.0,592,0
What Lies Beneath,Bill Kitson,John Lee,21-12-21,English,586.0,444,0
End Game,John Gilstrap,Basil Sands,21-12-21,English,703.0,683,0
Soft Targets,John Gilstrap,Basil Sands,21-12-21,English,469.0,215,0
"Outdoors, Oars, & Oaths",Tonya Kappes,Johanna Parker,08-02-22,English,469.0,248,0
Kommissar Pascha - ein Fall für Zeki Demirbilek,Su Turhan,Su Turhan,14-12-21,german,233.0,372,0
暗黒星,江戸川乱歩,西村俊彦,01-02-22,japanese,837.0,357,0
Anstich,Su Turhan,Su Turhan,14-12-21,german,233.0,309,0
Die schöne Philippine Welserin,Brigitte Riebe,Mignon Reme,14-12-21,german,233.0,425,0
Sturmflut,Gisa Pauly,Christiane Blumhoff,01-01-22,german,669.0,986,0
Fear on the Fens,Joy Ellis,Henrietta Meire,21-12-21,English,703.0,668,0
Barcelona Connection [Spanish edition],Andreu Martín,Nacho Béjar,10-12-21,spanish,38.0,322,0
Bierleichen,Su Turhan,Su Turhan,14-12-21,german,233.0,312,0
Der Fall des lachenden Kranichs,Sophie Oliver,Jan Katzenberger,15-12-21,german,468.0,509,0
Ｄ坂の殺人事件,江戸川乱歩,西村俊彦,01-02-22,japanese,279.0,82,0
Страшное дело [A Terrible Thing],Aleksandr Cehanovich,Vladislav Gorbylev,15-12-21,russian,70.0,210,0
A Matter of Interpretation,"Antonin Scalia,Amy Gutmann-editorforeword",Christopher Grove,26-05-20,English,586.0,370,0
Clubbed to Death,Elaine Viets,Sarah Pesek,26-01-22,English,516.0,558,0
Gott schütze dieses Haus,Elizabeth George,Volker Niederfahrenhorst,15-12-21,german,736.0,781,0
Democracy Hacked,Martin Moore,Mark Meadows,01-09-18,English,721.0,632,0
The Truth You’re Told,Michael J.Clark,Saffron Henderson,15-12-21,English,562.0,578,0
The King of the Detectives,Old Sleuth,Joseph Tabler,02-02-22,English,526.0,374,0
Gefrorenes Herz,"Line Holm,Stine Bolther,Günther Frauenlob-Übersetzer,",Britta Steffenhagen,24-12-21,german,871.0,944,0
Subtle Tools,Karen J.Greenberg,Kim Niemi,24-08-21,English,586.0,506,0
